Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgEssential,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,Essential,MaxCyclomatic,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumEssential,LCOM,CohesionLevel
Public Method,org.apache.commons.collections.TestReferenceMap.testPurgeValues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,26.0,3.0,20.0,5.0,15.0,3.0,5.0,9.0,13.0,5.0,9.0,4.0,3.0,,,,2.0,,,0.15,4,3,,
Public Method,org.apache.commons.collections.TestSequencedHashMap.getCompatibilityVersion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Protected Method,org.apache.commons.collections.TestSequencedHashMap.getKeys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Protected Method,org.apache.commons.collections.TestSequencedHashMap.getValues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Static Method,org.apache.commons.collections.TestSequencedHashMap.main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestSequencedHashMap.makeEmptyMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestSequencedHashMap.setUp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,0.5,1,1,,
Public Static Method,org.apache.commons.collections.TestSequencedHashMap.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestSequencedHashMap.tearDown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestSequencedHashMap.testFullMapSerialization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,21.0,4.0,17.0,5.0,14.0,0.0,8.0,10.0,12.0,4.0,11.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.TestSequencedHashMap.testIndexOf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,15.0,0.0,12.0,4.0,8.0,3.0,5.0,10.0,13.0,6.0,9.0,3.0,1.0,,,,1.0,,,0.25,3,1,,
Public Method,org.apache.commons.collections.TestSequencedHashMap.testSequenceMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,41.0,4.0,34.0,10.0,29.0,3.0,16.0,22.0,26.0,12.0,22.0,4.0,1.0,,,,1.0,,,0.09,4,1,,
Public Method,org.apache.commons.collections.TestSequencedHashMap.testYoungest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,0.0,7.0,1.0,5.0,0.0,4.0,5.0,6.0,1.0,5.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestSequencedHashMap.testYoungestReplaceNullWithValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,0.0,7.0,1.0,5.0,0.0,4.0,5.0,6.0,1.0,5.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestSequencedHashMap.testYoungestReplaceValueWithNull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,0.0,7.0,1.0,5.0,0.0,4.0,5.0,6.0,1.0,5.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Static Method,org.apache.commons.collections.TestSetUtils.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestSetUtils.testEquals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.0,2.0,12.0,4.0,10.0,0.0,5.0,10.0,11.0,4.0,10.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestSetUtils.testHashCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.0,2.0,12.0,4.0,10.0,0.0,5.0,10.0,11.0,4.0,10.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestSetUtils.testNothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestSetUtils.testpredicatedSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,22.0,0.0,20.0,4.0,14.0,2.0,3.0,8.0,12.0,4.0,10.0,3.0,1.0,,,,1.0,,,0.1,3,1,,
Public Method,org.apache.commons.collections.TestSetUtils.testpredicatedSet.(Anon_1).evaluate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestStaticBucketMap.ignoredTests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,9.0,3.0,7.0,0.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Static Method,org.apache.commons.collections.TestStaticBucketMap.main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestStaticBucketMap.makeEmptyMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Static Method,org.apache.commons.collections.TestStaticBucketMap.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestStaticBucketMap.test_containsKey_nullMatchesIncorrectly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,9.0,3.0,6.0,1.0,5.0,7.0,9.0,4.0,7.0,2.0,1.0,,,,1.0,,,0.11,2,1,,
Public Method,org.apache.commons.collections.TestStaticBucketMap.test_containsValue_nullMatchesIncorrectly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,9.0,3.0,6.0,1.0,5.0,7.0,9.0,4.0,7.0,2.0,1.0,,,,1.0,,,0.11,2,1,,
Public Method,org.apache.commons.collections.TestStaticBucketMap.test_get_nullMatchesIncorrectly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,9.0,3.0,6.0,1.0,5.0,7.0,9.0,4.0,7.0,2.0,1.0,,,,1.0,,,0.11,2,1,,
Public Static Method,org.apache.commons.collections.TestTransformerUtils.main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,0.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.33,1,1,,
Public Method,org.apache.commons.collections.TestTransformerUtils.setUp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,,,1.5,1,1,,
Public Static Method,org.apache.commons.collections.TestTransformerUtils.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.0,1,1,,
Public Method,org.apache.commons.collections.TestTransformerUtils.tearDown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,,,1.5,1,1,,
Public Method,org.apache.commons.collections.TestTransformerUtils.testChainedTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,39.0,3.0,36.0,4.0,34.0,0.0,10.0,24.0,30.0,4.0,29.0,6.0,1.0,,,,1.0,,,0.0,6,1,,
Public Method,org.apache.commons.collections.TestTransformerUtils.testCloneTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,11.0,0.0,11.0,1.0,8.0,0.0,4.0,6.0,8.0,1.0,7.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.TestTransformerUtils.testConstantTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,0.0,7.0,1.0,5.0,0.0,4.0,5.0,6.0,1.0,5.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestTransformerUtils.testExceptionTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,0.0,14.0,1.0,10.0,0.0,5.0,6.0,9.0,1.0,8.0,3.0,3.0,,,,2.0,,,0.0,3,3,,
Public Method,org.apache.commons.collections.TestTransformerUtils.testExecutorTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,0.0,12.0,1.0,9.0,0.0,5.0,7.0,9.0,1.0,8.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.TestTransformerUtils.testFactoryTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,0.0,12.0,1.0,9.0,0.0,5.0,7.0,9.0,1.0,8.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.TestTransformerUtils.testInstantiateTransformerNull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,22.0,3.0,19.0,4.0,17.0,0.0,5.0,11.0,15.0,4.0,14.0,4.0,1.0,,,,1.0,,,0.0,4,1,,
Public Method,org.apache.commons.collections.TestTransformerUtils.testInvokerTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.0,1.0,15.0,2.0,13.0,0.0,5.0,9.0,12.0,2.0,11.0,3.0,1.0,,,,1.0,,,0.0,3,1,,
Public Method,org.apache.commons.collections.TestTransformerUtils.testInvokerTransformer2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,32.0,1.0,31.0,2.0,29.0,0.0,5.0,15.0,21.0,2.0,20.0,6.0,1.0,,,,1.0,,,0.0,6,1,,
Public Method,org.apache.commons.collections.TestTransformerUtils.testMapTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,11.0,0.0,11.0,2.0,9.0,0.0,5.0,9.0,10.0,2.0,9.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestTransformerUtils.testNopTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,0.0,8.0,1.0,6.0,0.0,6.0,6.0,7.0,1.0,6.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestTransformerUtils.testNullTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,0.0,8.0,1.0,6.0,0.0,5.0,6.0,7.0,1.0,6.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestTransformerUtils.testPredicateTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,12.0,0.0,12.0,1.0,9.0,0.0,5.0,7.0,9.0,1.0,8.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.TestTransformerUtils.testStringValueTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,0.0,8.0,1.0,6.0,0.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestTransformerUtils.testSwitchMapTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,24.0,3.0,21.0,5.0,19.0,0.0,7.0,17.0,19.0,5.0,18.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.TestTransformerUtils.testSwitchTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,60.0,6.0,54.0,5.0,52.0,0.0,12.0,32.0,38.0,5.0,37.0,6.0,1.0,,,,1.0,,,0.0,6,1,,
Public Static Method,org.apache.commons.collections.TestTreeBag.main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestTreeBag.makeBag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestTreeBag.setupBag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,8.0,2.0,6.0,0.0,3.0,6.0,7.0,2.0,6.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Static Method,org.apache.commons.collections.TestTreeBag.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestTreeBag.testOrdering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,13.0,2.0,11.0,0.0,5.0,6.0,7.0,2.0,6.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestTreeMap.isAllowNullKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Static Method,org.apache.commons.collections.TestTreeMap.main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestTreeMap.setUp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestTreeMap.testNewMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0.0,4.0,1.0,2.0,0.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestTreeMap.testSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,0.0,6.0,1.0,4.0,0.0,3.0,4.0,5.0,1.0,4.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Protected Method,org.apache.commons.collections.TestTypedCollection.getType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestTypedCollection.testIllegalAdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,11.0,3.0,8.0,1.0,5.0,5.0,7.0,3.0,6.0,2.0,1.0,,,,1.0,,,0.09,2,1,,
Public Method,org.apache.commons.collections.TestTypedCollection.testIllegalAddAll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,22.0,0.0,21.0,3.0,18.0,1.0,6.0,12.0,14.0,3.0,13.0,2.0,1.0,,,,1.0,,,0.05,2,1,,
Protected Abstract Method,org.apache.commons.collections.TestTypedCollection.typedCollection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,0.0,0,0,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.isFailFastSupported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.33,1,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.isNullSupported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.33,1,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.makeCollection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.makeConfirmedCollection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.makeConfirmedFullCollection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,5.0,2.0,3.0,5.0,5.0,3.0,4.0,2.0,3.0,1.0,1.0,,,,0.0,,,1.0,1,1,,
Public Static Method,org.apache.commons.collections.TestUnboundedFifoBuffer.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.testConstructorException1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,8.0,1.0,5.0,3.0,2.0,3.0,5.0,1.0,4.0,2.0,1.0,,,,1.0,,,0.38,2,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.testConstructorException2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,8.0,1.0,5.0,3.0,2.0,3.0,5.0,1.0,4.0,2.0,1.0,,,,1.0,,,0.38,2,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.testInternalStateAdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,22.0,0.0,22.0,2.0,20.0,1.0,3.0,20.0,21.0,2.0,20.0,1.0,1.0,,,,0.0,,,0.05,1,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.testInternalStateAddWithWrap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,34.0,0.0,34.0,2.0,32.0,0.0,4.0,32.0,33.0,2.0,32.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.testInternalStateIteratorRemove1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,21.0,2.0,19.0,3.0,17.0,0.0,6.0,17.0,18.0,3.0,17.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.testInternalStateIteratorRemove2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,19.0,2.0,17.0,3.0,15.0,0.0,6.0,15.0,16.0,3.0,15.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.testInternalStateIteratorRemoveWithTailAtEnd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,18.0,1.0,17.0,3.0,15.0,0.0,6.0,15.0,16.0,3.0,15.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.testInternalStateIteratorRemoveWithTailAtEnd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,19.0,1.0,18.0,3.0,16.0,0.0,6.0,16.0,17.0,3.0,16.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.testInternalStateIteratorRemoveWithTailAtEnd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,20.0,1.0,19.0,3.0,17.0,0.0,6.0,17.0,18.0,3.0,17.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.testInternalStateIteratorRemoveWithWrap1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,20.0,1.0,19.0,3.0,17.0,0.0,6.0,17.0,18.0,3.0,17.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.testInternalStateIteratorRemoveWithWrap2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,21.0,1.0,20.0,3.0,18.0,0.0,6.0,18.0,19.0,3.0,18.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.testInternalStateIteratorRemoveWithWrap3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,22.0,1.0,21.0,3.0,19.0,0.0,6.0,19.0,20.0,3.0,19.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.testInternalStateRemove1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,19.0,2.0,17.0,2.0,15.0,0.0,4.0,15.0,16.0,2.0,15.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.testInternalStateRemove2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,19.0,2.0,17.0,2.0,15.0,0.0,4.0,15.0,16.0,2.0,15.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.testUnboundedFifoBufferRemove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,0.0,10.0,4.0,7.0,3.0,6.0,8.0,10.0,5.0,8.0,2.0,1.0,,,,1.0,,,0.3,2,1,,
Public Method,org.apache.commons.collections.TestUnboundedFifoBuffer.verify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,15.0,0.0,11.0,5.0,8.0,4.0,6.0,7.0,9.0,5.0,8.0,2.0,1.0,,,,1.0,,,0.36,2,1,,
Public Abstract Method,org.apache.commons.collections.Transformer.transform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,10.0,0.0,1.0,1.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,9.0,0,0,,
Public Static Method,org.apache.commons.collections.TransformerUtils.asTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,0.0,3.0,1.0,1.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.33,1,1,,
Public Static Method,org.apache.commons.collections.TransformerUtils.asTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,0.0,3.0,1.0,1.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.33,1,1,,
Public Static Method,org.apache.commons.collections.TransformerUtils.asTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,13.0,0.0,3.0,1.0,1.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.33,1,1,,
Public Static Method,org.apache.commons.collections.TransformerUtils.chainedTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,14.0,0.0,3.0,1.0,1.0,11.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.67,1,1,,
Public Static Method,org.apache.commons.collections.TransformerUtils.chainedTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,14.0,0.0,3.0,1.0,1.0,11.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.67,1,1,,
Public Static Method,org.apache.commons.collections.TransformerUtils.chainedTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,15.0,0.0,3.0,1.0,1.0,12.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,4.0,1,1,,
Public Static Method,org.apache.commons.collections.TransformerUtils.cloneTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,17.0,0.0,3.0,1.0,1.0,14.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,4.67,1,1,,
Public Static Method,org.apache.commons.collections.TransformerUtils.constantTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12.0,0.0,3.0,1.0,1.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,,
Public Static Method,org.apache.commons.collections.TransformerUtils.exceptionTransformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,,
