Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgEssential,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,Essential,MaxCyclomatic,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumEssential,LCOM,CohesionLevel
Public Method,org.jfree.chart.entity.PieSectionEntity.toString,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,0.0,4.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.25,1,1,1.25,Very Low
Public Method,org.jfree.chart.entity.PlotEntity.clone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,3.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,2.67,Very Low
Public Method,org.jfree.chart.entity.PlotEntity.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,29.0,0.0,22.0,2.0,14.0,7.0,7.0,8.0,15.0,2.0,13.0,7.0,7.0,,,,1.0,,,0.32,7,7,0.32,Medium
Public Method,org.jfree.chart.entity.PlotEntity.getPlot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.PlotEntity.hashCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,6.0,2.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,1.0,1.0,,,,0.0,,,0.83,1,1,0.83,Low
Private Method,org.jfree.chart.entity.PlotEntity.readObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,0.0,5.0,2.0,2.0,8.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,1.6,1,1,1.6,Very Low
Public Method,org.jfree.chart.entity.PlotEntity.toString,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,6.0,2.0,4.0,6.0,4.0,4.0,5.0,2.0,4.0,1.0,1.0,,,,0.0,,,1.0,1,1,1.0,Low
Private Method,org.jfree.chart.entity.PlotEntity.writeObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,0.0,4.0,1.0,2.0,7.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,1.75,1,1,1.75,Very Low
Public Method,org.jfree.chart.entity.StandardEntityCollection.add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,11.0,0.0,6.0,1.0,3.0,5.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.83,2,1,0.83,Low
Public Method,org.jfree.chart.entity.StandardEntityCollection.addAll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,0.0,3.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,2.0,Very Low
Public Method,org.jfree.chart.entity.StandardEntityCollection.clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.0,1,1,1.0,Low
Public Method,org.jfree.chart.entity.StandardEntityCollection.clone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,17.0,0.0,10.0,4.0,6.0,7.0,7.0,7.0,9.0,4.0,7.0,2.0,1.0,,,,1.0,,,0.7,2,1,0.7,Medium
Public Method,org.jfree.chart.entity.StandardEntityCollection.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,17.0,0.0,10.0,2.0,6.0,7.0,2.0,4.0,7.0,2.0,5.0,3.0,3.0,,,,1.0,,,0.7,3,3,0.7,Medium
Public Method,org.jfree.chart.entity.StandardEntityCollection.getEntities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.StandardEntityCollection.getEntity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,0.0,3.0,1.0,1.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.chart.entity.StandardEntityCollection.getEntity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,19.0,0.0,10.0,3.0,6.0,9.0,5.0,6.0,9.0,4.0,7.0,3.0,3.0,,,,2.0,,,0.9,3,3,0.9,Low
Public Method,org.jfree.chart.entity.StandardEntityCollection.getEntityCount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.StandardEntityCollection.iterator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.TitleEntity.clone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,3.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,2.67,Very Low
Public Method,org.jfree.chart.entity.TitleEntity.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,29.0,0.0,22.0,2.0,14.0,7.0,7.0,8.0,15.0,2.0,13.0,7.0,7.0,,,,1.0,,,0.32,7,7,0.32,Medium
Public Method,org.jfree.chart.entity.TitleEntity.getTitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.TitleEntity.hashCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,6.0,2.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,1.0,1.0,,,,0.0,,,0.83,1,1,0.83,Low
Private Method,org.jfree.chart.entity.TitleEntity.readObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,0.0,5.0,2.0,2.0,8.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,1.6,1,1,1.6,Very Low
Public Method,org.jfree.chart.entity.TitleEntity.toString,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,6.0,2.0,4.0,6.0,4.0,4.0,5.0,2.0,4.0,1.0,1.0,,,,0.0,,,1.0,1,1,1.0,Low
Private Method,org.jfree.chart.entity.TitleEntity.writeObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,0.0,4.0,1.0,2.0,7.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,1.75,1,1,1.75,Very Low
Public Method,org.jfree.chart.entity.XYAnnotationEntity.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,23.0,0.0,16.0,2.0,10.0,7.0,2.0,6.0,11.0,2.0,9.0,5.0,5.0,,,,1.0,,,0.44,5,5,0.44,Medium
Public Method,org.jfree.chart.entity.XYAnnotationEntity.getRendererIndex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.XYAnnotationEntity.setRendererIndex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.XYItemEntity.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,23.0,0.0,16.0,2.0,10.0,7.0,2.0,6.0,11.0,2.0,9.0,5.0,5.0,,,,2.0,,,0.44,5,5,0.44,Medium
Public Method,org.jfree.chart.entity.XYItemEntity.getDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.XYItemEntity.getItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.XYItemEntity.getSeriesIndex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.XYItemEntity.setDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.XYItemEntity.setItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.XYItemEntity.setSeriesIndex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.XYItemEntity.toString,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,4.0,1.0,2.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.5,1,1,1.5,Very Low
Public Static Method,org.jfree.chart.entity.junit.CategoryItemEntityTests.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.junit.CategoryItemEntityTests.testCloning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,23.0,1.0,19.0,5.0,15.0,3.0,8.0,12.0,14.0,4.0,12.0,2.0,1.0,,,,1.0,,,0.16,2,1,0.16,High
Public Method,org.jfree.chart.entity.junit.CategoryItemEntityTests.testEquals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,41.0,6.0,32.0,6.0,30.0,3.0,11.0,28.0,29.0,4.0,28.0,1.0,1.0,,,,0.0,,,0.09,1,1,0.09,High
Public Method,org.jfree.chart.entity.junit.CategoryItemEntityTests.testSerialization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,28.0,1.0,24.0,9.0,20.0,3.0,9.0,16.0,18.0,7.0,16.0,2.0,1.0,,,,1.0,,,0.13,2,1,0.13,High
Public Static Method,org.jfree.chart.entity.junit.CategoryLabelEntityTests.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.junit.CategoryLabelEntityTests.testCloning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,0.0,14.0,4.0,10.0,3.0,6.0,7.0,9.0,3.0,7.0,2.0,1.0,,,,1.0,,,0.21,2,1,0.21,High
Public Method,org.jfree.chart.entity.junit.CategoryLabelEntityTests.testEquals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,32.0,4.0,25.0,5.0,23.0,3.0,7.0,19.0,20.0,3.0,19.0,1.0,1.0,,,,0.0,,,0.12,1,1,0.12,High
Public Method,org.jfree.chart.entity.junit.CategoryLabelEntityTests.testSerialization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,23.0,1.0,19.0,8.0,15.0,3.0,7.0,11.0,13.0,6.0,11.0,2.0,1.0,,,,1.0,,,0.16,2,1,0.16,High
Public Static Method,org.jfree.chart.entity.junit.EntityPackageTests.main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Static Method,org.jfree.chart.entity.junit.EntityPackageTests.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,16.0,0.0,11.0,2.0,9.0,5.0,2.0,9.0,10.0,2.0,9.0,1.0,1.0,,,,0.0,,,0.45,1,1,0.45,Medium
Public Static Method,org.jfree.chart.entity.junit.LegendItemEntityTests.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.junit.LegendItemEntityTests.testCloning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,1.0,14.0,4.0,10.0,3.0,6.0,7.0,9.0,3.0,7.0,2.0,1.0,,,,1.0,,,0.21,2,1,0.21,High
Public Method,org.jfree.chart.entity.junit.LegendItemEntityTests.testEquals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,35.0,5.0,27.0,5.0,25.0,3.0,10.0,23.0,24.0,3.0,23.0,1.0,1.0,,,,0.0,,,0.11,1,1,0.11,High
Public Method,org.jfree.chart.entity.junit.LegendItemEntityTests.testSerialization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,23.0,1.0,19.0,8.0,15.0,3.0,7.0,11.0,13.0,6.0,11.0,2.0,1.0,,,,1.0,,,0.16,2,1,0.16,High
Public Static Method,org.jfree.chart.entity.junit.PieSectionEntityTests.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.junit.PieSectionEntityTests.testCloning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,0.0,15.0,4.0,11.0,3.0,7.0,7.0,9.0,3.0,7.0,2.0,1.0,,,,1.0,,,0.2,2,1,0.2,High
Public Method,org.jfree.chart.entity.junit.PieSectionEntityTests.testEquals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,47.0,7.0,37.0,5.0,35.0,3.0,12.0,31.0,32.0,3.0,31.0,1.0,1.0,,,,0.0,,,0.08,1,1,0.08,High
Public Method,org.jfree.chart.entity.junit.PieSectionEntityTests.testSerialization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,24.0,1.0,20.0,8.0,16.0,3.0,8.0,11.0,13.0,6.0,11.0,2.0,1.0,,,,1.0,,,0.15,2,1,0.15,High
Public Static Method,org.jfree.chart.entity.junit.StandardEntityCollectionTests.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.junit.StandardEntityCollectionTests.testCloning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,26.0,1.0,21.0,5.0,17.0,4.0,11.0,13.0,15.0,4.0,13.0,2.0,1.0,,,,1.0,,,0.19,2,1,0.19,High
Public Method,org.jfree.chart.entity.junit.StandardEntityCollectionTests.testEquals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.0,1.0,15.0,7.0,13.0,3.0,7.0,9.0,10.0,5.0,9.0,1.0,1.0,,,,0.0,,,0.2,1,1,0.2,High
Public Method,org.jfree.chart.entity.junit.StandardEntityCollectionTests.testSerialization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,26.0,1.0,22.0,9.0,18.0,3.0,10.0,13.0,15.0,7.0,13.0,2.0,1.0,,,,1.0,,,0.14,2,1,0.14,High
Public Static Method,org.jfree.chart.entity.junit.TickLabelEntityTests.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.junit.TickLabelEntityTests.testCloning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,0.0,14.0,4.0,10.0,3.0,6.0,7.0,9.0,3.0,7.0,2.0,1.0,,,,1.0,,,0.21,2,1,0.21,High
Public Method,org.jfree.chart.entity.junit.TickLabelEntityTests.testEquals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.0,3.0,19.0,5.0,17.0,3.0,7.0,15.0,16.0,3.0,15.0,1.0,1.0,,,,0.0,,,0.16,1,1,0.16,High
Public Method,org.jfree.chart.entity.junit.TickLabelEntityTests.testSerialization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,23.0,1.0,19.0,8.0,15.0,3.0,7.0,11.0,13.0,6.0,11.0,2.0,1.0,,,,1.0,,,0.16,2,1,0.16,High
Public Static Method,org.jfree.chart.entity.junit.XYItemEntityTests.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.junit.XYItemEntityTests.testCloning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,1.0,14.0,4.0,10.0,3.0,7.0,7.0,9.0,3.0,7.0,2.0,1.0,,,,1.0,,,0.21,2,1,0.21,High
Public Method,org.jfree.chart.entity.junit.XYItemEntityTests.testEquals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,6.0,27.0,5.0,25.0,3.0,10.0,23.0,24.0,3.0,23.0,1.0,1.0,,,,0.0,,,0.11,1,1,0.11,High
Public Method,org.jfree.chart.entity.junit.XYItemEntityTests.testSerialization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,23.0,1.0,19.0,8.0,15.0,3.0,8.0,11.0,13.0,6.0,11.0,2.0,1.0,,,,1.0,,,0.16,2,1,0.16,High
Public Method,org.jfree.chart.event.AnnotationChangeEvent.getAnnotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Abstract Method,org.jfree.chart.event.AnnotationChangeListener.annotationChanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,7.0,0,0,7.0,Very Low
Public Method,org.jfree.chart.event.AxisChangeEvent.getAxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Abstract Method,org.jfree.chart.event.AxisChangeListener.axisChanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,5.0,Very Low
Public Method,org.jfree.chart.event.ChartChangeEvent.getChart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.event.ChartChangeEvent.getType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.event.ChartChangeEvent.setChart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.event.ChartChangeEvent.setType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.event.ChartChangeEventType.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,21.0,0.0,13.0,2.0,8.0,8.0,3.0,5.0,9.0,2.0,7.0,4.0,4.0,,,,1.0,,,0.62,4,4,0.62,Medium
Public Method,org.jfree.chart.event.ChartChangeEventType.hashCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Private Method,org.jfree.chart.event.ChartChangeEventType.readResolve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,19.0,0.0,12.0,1.0,7.0,7.0,2.0,4.0,8.0,1.0,7.0,4.0,4.0,,,,1.0,,,0.58,4,4,0.58,Medium
Public Method,org.jfree.chart.event.ChartChangeEventType.toString,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Abstract Method,org.jfree.chart.event.ChartChangeListener.chartChanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,5.0,Very Low
Public Method,org.jfree.chart.event.ChartProgressEvent.getChart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.event.ChartProgressEvent.getPercent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.event.ChartProgressEvent.getType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.event.ChartProgressEvent.setChart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.event.ChartProgressEvent.setPercent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.event.ChartProgressEvent.setType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Abstract Method,org.jfree.chart.event.ChartProgressListener.chartProgress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,5.0,Very Low
Public Method,org.jfree.chart.event.MarkerChangeEvent.getMarker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Abstract Method,org.jfree.chart.event.MarkerChangeListener.markerChanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,7.0,0,0,7.0,Very Low
Public Abstract Method,org.jfree.chart.event.OverlayChangeListener.overlayChanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,5.0,Very Low
Public Method,org.jfree.chart.event.PlotChangeEvent.getPlot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Abstract Method,org.jfree.chart.event.PlotChangeListener.plotChanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,5.0,Very Low
Public Method,org.jfree.chart.event.RendererChangeEvent.getRenderer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.event.RendererChangeEvent.getSeriesVisibilityChanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,2.67,Very Low
Public Abstract Method,org.jfree.chart.event.RendererChangeListener.rendererChanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,5.0,Very Low
Public Method,org.jfree.chart.event.TitleChangeEvent.getTitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
