Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgEssential,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,Essential,MaxCyclomatic,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumEssential
Public Class,org.jfree.chart.renderer.xy.GradientXYBarPainter,33.0,2.0,22.0,10.0,3.0,2.0,,,,,3.0,12.0,12.0,0.0,,0.0,0.0,,,,9.0,3.0,9.0,9.0,0.0,3.0,0.0,6.0,,328.0,29.0,201.0,54.0,147.0,98.0,,107.0,139.0,41.0,119.0,,,9.0,6.0,1.0,2.0,56.0,44.0,0.49,31,16
Public Class,org.jfree.chart.renderer.xy.HighLowRenderer,21.0,1.0,12.0,9.0,3.0,2.0,,,,,5.0,27.0,27.0,0.0,,0.0,1.0,,,,17.0,5.0,17.0,239.0,0.0,2.0,0.0,15.0,,421.0,35.0,214.0,60.0,133.0,173.0,,89.0,138.0,49.0,110.0,,,23.0,9.0,3.0,4.0,72.0,68.0,0.81,48,29
Public Class,org.jfree.chart.renderer.xy.SamplingXYLineRenderer,25.0,1.0,15.0,10.0,3.0,2.0,,,,,5.0,21.0,21.0,0.0,,0.0,0.0,,,,8.0,1.0,8.0,230.0,0.0,2.0,0.0,6.0,,296.0,27.0,142.0,46.0,90.0,127.0,,78.0,103.0,38.0,75.0,,,9.0,5.0,3.0,4.0,38.0,38.0,0.89,21,12
Public Static Class,org.jfree.chart.renderer.xy.SamplingXYLineRenderer.State,14.0,0.0,6.0,8.0,1.0,1.0,,,,,1.0,3.0,3.0,0.0,,0.0,0.0,,,,2.0,9.0,2.0,16.0,0.0,0.0,0.0,2.0,,73.0,12.0,22.0,13.0,11.0,39.0,,14.0,17.0,12.0,5.0,,,1.0,1.0,3.0,0.0,83.0,83.0,1.77,2,2
Public Class,org.jfree.chart.renderer.xy.StackedXYAreaRenderer,27.0,1.0,15.0,10.0,3.0,1.0,,,,,4.0,34.0,34.0,0.0,,0.0,1.0,,,,16.0,2.0,16.0,260.0,0.0,2.0,1.0,13.0,,567.0,56.0,277.0,83.0,170.0,234.0,,114.0,174.0,65.0,134.0,,,28.0,5.0,4.0,4.0,69.0,63.0,0.84,50,20
Static Class,org.jfree.chart.renderer.xy.StackedXYAreaRenderer.StackedXYAreaRendererState,9.0,0.0,4.0,5.0,1.0,1.0,,,,,1.0,5.0,5.0,0.0,,0.0,0.0,,,,8.0,4.0,8.0,22.0,0.0,0.0,0.0,8.0,,94.0,13.0,34.0,13.0,12.0,47.0,,16.0,25.0,13.0,12.0,,,1.0,1.0,3.0,0.0,66.0,66.0,1.38,8,8
Public Class,org.jfree.chart.renderer.xy.StackedXYAreaRenderer2,37.0,2.0,25.0,10.0,4.0,1.0,,,,,4.0,21.0,21.0,0.0,,0.0,1.0,,,,12.0,1.0,12.0,246.0,0.0,3.0,0.0,9.0,,477.0,33.0,309.0,92.0,226.0,137.0,,167.0,211.0,71.0,177.0,,,21.0,4.0,4.0,3.0,58.0,50.0,0.44,43,17
Public Class,org.jfree.chart.renderer.xy.StackedXYBarRenderer,32.0,2.0,20.0,10.0,4.0,2.0,,,,,1.0,25.0,25.0,0.0,,0.0,1.0,,,,10.0,1.0,10.0,279.0,0.0,0.0,0.0,10.0,,352.0,28.0,207.0,55.0,136.0,117.0,,83.0,125.0,43.0,100.0,,,27.0,4.0,4.0,3.0,30.0,20.0,0.57,42,18
Public Class,org.jfree.chart.renderer.xy.StandardXYBarPainter,26.0,1.0,15.0,10.0,4.0,2.0,,,,,3.0,12.0,12.0,0.0,,0.0,0.0,,,,6.0,0.0,6.0,6.0,0.0,1.0,0.0,5.0,,175.0,13.0,93.0,26.0,59.0,69.0,,42.0,64.0,19.0,55.0,,,9.0,3.0,1.0,2.0,0.0,0.0,0.74,21,10
Public Class,org.jfree.chart.renderer.xy.StandardXYItemRenderer,22.0,1.0,12.0,9.0,3.0,2.0,,,,,5.0,41.0,41.0,1.0,,0.0,7.0,,,,34.0,10.0,34.0,256.0,0.0,2.0,2.0,30.0,,926.0,93.0,441.0,129.0,270.0,392.0,,192.0,292.0,111.0,217.0,,,31.0,13.0,3.0,5.0,85.0,76.0,0.89,93,53
Public Static Class,org.jfree.chart.renderer.xy.StandardXYItemRenderer.State,8.0,0.0,3.0,5.0,1.0,1.0,,,,,1.0,2.0,2.0,0.0,,0.0,0.0,,,,5.0,3.0,5.0,19.0,0.0,0.0,0.0,5.0,,66.0,8.0,20.0,9.0,5.0,38.0,,8.0,14.0,9.0,5.0,,,1.0,1.0,3.0,0.0,73.0,73.0,1.9,5,5
Public Class,org.jfree.chart.renderer.xy.VectorRenderer,42.0,1.0,31.0,10.0,5.0,2.0,,,,,5.0,19.0,19.0,0.0,,0.0,0.0,,,,6.0,2.0,6.0,228.0,0.0,0.0,0.0,6.0,,279.0,17.0,189.0,61.0,132.0,74.0,,114.0,147.0,61.0,104.0,,,9.0,5.0,3.0,4.0,67.0,67.0,0.39,32,10
Public Class,org.jfree.chart.renderer.xy.WindItemRenderer,36.0,7.0,20.0,9.0,1.0,1.0,,,,,5.0,17.0,17.0,0.0,,0.0,1.0,,,,3.0,0.0,3.0,225.0,0.0,0.0,0.0,3.0,,126.0,26.0,65.0,30.0,50.0,35.0,,48.0,52.0,24.0,42.0,,,1.0,1.0,3.0,0.0,0.0,0.0,0.54,3,3
Public Class,org.jfree.chart.renderer.xy.XYAreaRenderer,25.0,1.0,15.0,9.0,3.0,1.0,,,,,3.0,39.0,39.0,1.0,,0.0,6.0,,,,22.0,7.0,22.0,244.0,0.0,2.0,0.0,20.0,,658.0,62.0,361.0,106.0,247.0,238.0,,179.0,251.0,87.0,200.0,,,27.0,10.0,3.0,4.0,77.0,66.0,0.66,69,31
Static Class,org.jfree.chart.renderer.xy.XYAreaRenderer.XYAreaRendererState,10.0,0.0,5.0,5.0,1.0,1.0,,,,,1.0,4.0,4.0,0.0,,0.0,0.0,,,,1.0,2.0,1.0,15.0,0.0,0.0,0.0,1.0,,23.0,4.0,9.0,4.0,3.0,10.0,,5.0,7.0,4.0,3.0,,,1.0,1.0,3.0,0.0,0.0,0.0,1.11,1,1
Public Class,org.jfree.chart.renderer.xy.XYAreaRenderer2,25.0,1.0,16.0,9.0,2.0,1.0,,,,,3.0,29.0,29.0,1.0,,0.0,1.0,,,,12.0,2.0,12.0,234.0,0.0,2.0,0.0,10.0,,333.0,26.0,192.0,66.0,140.0,116.0,,102.0,132.0,51.0,110.0,,,8.0,5.0,3.0,3.0,50.0,38.0,0.6,29,16
Public Interface,org.jfree.chart.renderer.xy.XYBarPainter,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,4.0,4.0,2.0,,0.0,0.0,,,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,34.0,3.0,8.0,7.0,0.0,23.0,,2.0,3.0,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0,0
Public Class,org.jfree.chart.renderer.xy.XYBarRenderer,22.0,1.0,13.0,9.0,3.0,2.0,,,,,5.0,44.0,44.0,2.0,,4.0,3.0,,,,43.0,13.0,47.0,269.0,0.0,4.0,3.0,40.0,,1217.0,100.0,634.0,171.0,397.0,485.0,,265.0,403.0,140.0,320.0,,,26.0,16.0,3.0,4.0,90.0,86.0,0.76,133,74
Protected Class,org.jfree.chart.renderer.xy.XYBarRenderer.XYBarRendererState,8.0,0.0,3.0,5.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,,0.0,0.0,,,,3.0,1.0,3.0,17.0,0.0,0.0,0.0,3.0,,35.0,4.0,12.0,5.0,3.0,19.0,,4.0,8.0,5.0,3.0,,,1.0,1.0,3.0,0.0,33.0,33.0,1.58,3,3
Public Class,org.jfree.chart.renderer.xy.XYBlockRenderer,22.0,0.0,13.0,9.0,3.0,2.0,,,,,5.0,20.0,20.0,0.0,,0.0,0.0,,,,15.0,6.0,15.0,237.0,0.0,1.0,0.0,14.0,,379.0,25.0,200.0,46.0,127.0,155.0,,85.0,129.0,38.0,103.0,,,10.0,7.0,3.0,2.0,69.0,50.0,0.78,43,25
Public Class,org.jfree.chart.renderer.xy.XYBoxAndWhiskerRenderer,29.0,2.0,17.0,11.0,3.0,1.0,,,,,5.0,39.0,39.0,0.0,,0.0,1.0,,,,23.0,4.0,23.0,245.0,0.0,2.0,7.0,14.0,,730.0,76.0,394.0,139.0,277.0,262.0,,194.0,258.0,106.0,207.0,,,21.0,8.0,3.0,2.0,77.0,62.0,0.66,65,30
Public Class,org.jfree.chart.renderer.xy.XYBubbleRenderer,33.0,1.0,23.0,8.0,4.0,1.0,,,,,3.0,25.0,25.0,0.0,,0.0,4.0,,,,7.0,1.0,7.0,229.0,0.0,0.0,0.0,7.0,,275.0,23.0,171.0,54.0,128.0,81.0,,85.0,114.0,45.0,89.0,,,13.0,4.0,3.0,3.0,57.0,29.0,0.47,29,10
Public Class,org.jfree.chart.renderer.xy.XYDifferenceRenderer,42.0,4.0,26.0,12.0,4.0,2.0,,,,,3.0,41.0,41.0,0.0,,0.0,1.0,,,,25.0,5.0,25.0,247.0,0.0,5.0,2.0,18.0,,1113.0,130.0,669.0,183.0,510.0,319.0,,374.0,468.0,143.0,377.0,,,28.0,9.0,3.0,4.0,78.0,65.0,0.48,96,39
Public Class,org.jfree.chart.renderer.xy.XYDotRenderer,21.0,1.0,11.0,10.0,2.0,2.0,,,,,3.0,24.0,24.0,0.0,,0.0,1.0,,,,13.0,3.0,13.0,235.0,0.0,2.0,0.0,11.0,,317.0,28.0,148.0,48.0,94.0,141.0,,70.0,102.0,40.0,77.0,,,7.0,6.0,3.0,2.0,59.0,56.0,0.95,31,20
Public Class,org.jfree.chart.renderer.xy.XYErrorRenderer,20.0,0.0,11.0,9.0,2.0,1.0,,,,,1.0,22.0,22.0,0.0,,0.0,1.0,,,,17.0,5.0,17.0,283.0,0.0,2.0,0.0,15.0,,394.0,25.0,197.0,55.0,122.0,174.0,,97.0,135.0,49.0,101.0,,,10.0,8.0,4.0,3.0,66.0,66.0,0.88,37,24
Public Interface,org.jfree.chart.renderer.xy.XYItemRenderer,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,25.0,25.0,20.0,,0.0,0.0,,,,154.0,0.0,154.0,155.0,0.0,0.0,0.0,154.0,,1884.0,196.0,208.0,207.0,0.0,1480.0,,154.0,155.0,155.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,7.12,0,0
Public Class,org.jfree.chart.renderer.xy.XYItemRendererState,13.0,0.0,3.0,10.0,1.0,1.0,,,,,1.0,6.0,6.0,6.0,,0.0,0.0,,,,11.0,6.0,11.0,14.0,0.0,0.0,0.0,11.0,,204.0,18.0,46.0,20.0,14.0,140.0,,20.0,32.0,18.0,14.0,,,1.0,1.0,2.0,0.0,80.0,80.0,3.04,11,11
Public Class,org.jfree.chart.renderer.xy.XYLine3DRenderer,12.0,0.0,5.0,7.0,1.0,1.0,,,,,3.0,10.0,10.0,0.0,,0.0,4.0,,,,15.0,3.0,15.0,281.0,0.0,2.0,4.0,9.0,,224.0,23.0,91.0,27.0,45.0,110.0,,40.0,63.0,24.0,40.0,,,6.0,6.0,4.0,2.0,69.0,62.0,1.21,22,20
Public Class,org.jfree.chart.renderer.xy.XYLineAndShapeRenderer,22.0,1.0,11.0,10.0,2.0,1.0,,,,,5.0,39.0,39.0,7.0,,0.0,1.0,,,,44.0,11.0,44.0,266.0,0.0,2.0,6.0,36.0,,1142.0,104.0,503.0,148.0,306.0,537.0,,221.0,330.0,128.0,250.0,,,15.0,15.0,3.0,4.0,88.0,81.0,1.07,105,62
Public Static Class,org.jfree.chart.renderer.xy.XYLineAndShapeRenderer.State,11.0,0.0,4.0,7.0,1.0,1.0,,,,,1.0,3.0,3.0,1.0,,0.0,0.0,,,,4.0,2.0,4.0,18.0,0.0,0.0,0.0,4.0,,65.0,7.0,20.0,8.0,7.0,38.0,,8.0,13.0,7.0,6.0,,,1.0,1.0,3.0,0.0,50.0,50.0,1.9,4,4
Public Class,org.jfree.chart.renderer.xy.XYShapeRenderer,19.0,0.0,10.0,9.0,2.0,1.0,,,,,4.0,33.0,33.0,0.0,,0.0,1.0,,,,24.0,7.0,24.0,246.0,0.0,2.0,1.0,21.0,,531.0,39.0,239.0,58.0,142.0,255.0,,103.0,156.0,50.0,116.0,,,12.0,10.0,3.0,4.0,77.0,75.0,1.07,52,33
Public Class,org.jfree.chart.renderer.xy.XYSplineRenderer,29.0,1.0,17.0,11.0,3.0,1.0,,,,,1.0,13.0,13.0,0.0,,0.0,0.0,,,,8.0,2.0,8.0,274.0,0.0,1.0,1.0,6.0,,311.0,26.0,162.0,51.0,103.0,127.0,,98.0,129.0,50.0,91.0,,,13.0,4.0,4.0,5.0,56.0,50.0,0.78,27,11
Class,org.jfree.chart.renderer.xy.XYSplineRenderer.ControlPoint,16.0,0.0,9.0,7.0,3.0,3.0,,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,,,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,,45.0,5.0,22.0,6.0,11.0,19.0,,10.0,15.0,6.0,9.0,,,4.0,4.0,1.0,1.0,25.0,25.0,0.86,5,5
Public Class,org.jfree.chart.renderer.xy.XYStepAreaRenderer,26.0,2.0,14.0,10.0,3.0,1.0,,,,,5.0,21.0,21.0,0.0,,1.0,4.0,,,,17.0,6.0,18.0,240.0,0.0,0.0,1.0,17.0,,530.0,61.0,258.0,72.0,162.0,211.0,,115.0,171.0,54.0,134.0,,,27.0,8.0,3.0,3.0,82.0,72.0,0.82,58,25
Public Class,org.jfree.chart.renderer.xy.XYStepRenderer,26.0,1.0,15.0,10.0,3.0,1.0,,,,,5.0,19.0,19.0,0.0,,0.0,1.0,,,,9.0,1.0,9.0,275.0,0.0,1.0,0.0,8.0,,267.0,24.0,136.0,45.0,93.0,110.0,,58.0,83.0,34.0,68.0,,,13.0,4.0,4.0,3.0,56.0,44.0,0.81,26,12
Public Class,org.jfree.chart.renderer.xy.YIntervalRenderer,25.0,2.0,13.0,11.0,2.0,1.0,,,,,5.0,28.0,28.0,0.0,,0.0,1.0,,,,8.0,1.0,8.0,230.0,0.0,1.0,0.0,7.0,,235.0,25.0,108.0,44.0,73.0,102.0,,55.0,73.0,34.0,56.0,,,6.0,4.0,3.0,1.0,38.0,25.0,0.94,17,11
Public Class,org.jfree.chart.resources.JFreeChartResources,8.0,0.0,3.0,5.0,1.0,1.0,,,,,1.0,0.0,0.0,0.0,,0.0,1.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,24.0,3.0,12.0,8.0,6.0,10.0,,2.0,4.0,3.0,1.0,,,1.0,1.0,2.0,0.0,0.0,0.0,0.83,1,1
Public Class,org.jfree.chart.servlet.ChartDeleter,11.0,0.0,5.0,6.0,1.0,1.0,,,,,3.0,6.0,6.0,0.0,,0.0,0.0,,,,5.0,1.0,5.0,5.0,0.0,0.0,0.0,5.0,,71.0,9.0,28.0,11.0,14.0,34.0,,10.0,18.0,10.0,12.0,,,3.0,1.0,1.0,2.0,40.0,40.0,1.21,7,5
Public Class,org.jfree.chart.servlet.DisplayChart,26.0,3.0,16.0,8.0,4.0,1.0,,,,,1.0,9.0,9.0,0.0,,0.0,0.0,,,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,99.0,12.0,49.0,14.0,30.0,38.0,,19.0,31.0,11.0,24.0,,,9.0,1.0,2.0,2.0,0.0,0.0,0.78,11,3
Public Class,org.jfree.chart.servlet.ServletUtilities,24.0,1.0,12.0,11.0,3.0,1.0,,,,,1.0,19.0,19.0,0.0,,14.0,2.0,,,,0.0,0.0,14.0,14.0,0.0,0.0,2.0,12.0,,364.0,36.0,168.0,53.0,101.0,160.0,,65.0,101.0,35.0,78.0,,,5.0,1.0,1.0,3.0,71.0,57.0,0.95,35,14
Public Class,org.jfree.chart.text.G2TextMeasurer,12.0,0.0,5.0,7.0,1.0,1.0,,,,,2.0,5.0,5.0,0.0,,0.0,0.0,,,,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,,35.0,4.0,13.0,8.0,6.0,18.0,,6.0,9.0,7.0,5.0,,,1.0,1.0,1.0,0.0,0.0,0.0,1.38,2,2
Public Final Class,org.jfree.chart.text.TextAnchor,21.0,1.0,14.0,6.0,5.0,2.0,,,,,2.0,2.0,2.0,0.0,,0.0,16.0,,,,5.0,1.0,5.0,5.0,0.0,2.0,0.0,3.0,,181.0,26.0,104.0,39.0,73.0,51.0,,42.0,66.0,25.0,56.0,,,16.0,4.0,1.0,1.0,20.0,0.0,0.49,23,8
Public Class,org.jfree.chart.text.TextBlock,17.0,1.0,9.0,7.0,2.0,1.0,,,,,2.0,18.0,18.0,0.0,,0.0,1.0,,,,14.0,2.0,14.0,14.0,0.0,1.0,0.0,13.0,,272.0,33.0,132.0,47.0,82.0,107.0,,56.0,84.0,40.0,57.0,,,6.0,3.0,1.0,2.0,57.0,43.0,0.81,28,16
Public Final Class,org.jfree.chart.text.TextBlockAnchor,17.0,1.0,10.0,6.0,3.0,3.0,,,,,2.0,2.0,2.0,0.0,,0.0,10.0,,,,5.0,1.0,5.0,5.0,0.0,2.0,0.0,3.0,,138.0,20.0,74.0,27.0,45.0,44.0,,29.0,47.0,18.0,38.0,,,10.0,10.0,1.0,1.0,20.0,0.0,0.59,17,17
Public Class,org.jfree.chart.text.TextBox,13.0,0.0,7.0,5.0,2.0,1.0,,,,,2.0,20.0,20.0,0.0,,0.0,1.0,,,,25.0,8.0,25.0,25.0,0.0,2.0,0.0,23.0,,374.0,41.0,186.0,50.0,110.0,147.0,,90.0,130.0,47.0,92.0,,,11.0,11.0,1.0,1.0,71.0,63.0,0.79,47,35
Public Class,org.jfree.chart.text.TextFragment,14.0,0.0,7.0,7.0,2.0,1.0,,,,,2.0,17.0,17.0,0.0,,0.0,3.0,,,,15.0,4.0,15.0,15.0,0.0,2.0,0.0,13.0,,254.0,25.0,114.0,36.0,61.0,115.0,,51.0,78.0,31.0,53.0,,,7.0,7.0,1.0,2.0,62.0,42.0,1.01,29,21
Public Class,org.jfree.chart.text.TextLine,14.0,0.0,8.0,6.0,2.0,1.0,,,,,2.0,11.0,11.0,0.0,,0.0,1.0,,,,13.0,1.0,13.0,13.0,0.0,1.0,0.0,12.0,,208.0,18.0,103.0,37.0,60.0,87.0,,47.0,72.0,34.0,49.0,,,4.0,4.0,1.0,1.0,8.0,0.0,0.84,25,16
Public Interface,org.jfree.chart.text.TextMeasurer,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,1.0,1.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,15.0,2.0,3.0,2.0,0.0,10.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0,0
Public Class,org.jfree.chart.text.TextUtilities,36.0,4.0,21.0,12.0,3.0,1.0,,,,,1.0,21.0,21.0,0.0,,19.0,2.0,,,,1.0,0.0,20.0,20.0,0.0,5.0,0.0,15.0,,765.0,97.0,426.0,137.0,303.0,242.0,,174.0,243.0,103.0,198.0,,,9.0,7.0,1.0,5.0,85.0,57.0,0.57,68,28
Public Class,org.jfree.chart.title.CompositeTitle,13.0,0.0,6.0,7.0,2.0,1.0,,,,,3.0,15.0,15.0,0.0,,0.0,1.0,,,,12.0,2.0,12.0,70.0,0.0,2.0,0.0,10.0,,183.0,16.0,76.0,20.0,40.0,91.0,,34.0,54.0,19.0,37.0,,,5.0,5.0,3.0,1.0,46.0,29.0,1.2,19,16
Public Class,org.jfree.chart.title.DateTitle,19.0,0.0,5.0,14.0,1.0,1.0,,,,,2.0,10.0,10.0,0.0,,0.0,1.0,,,,5.0,0.0,5.0,99.0,0.0,0.0,0.0,5.0,,116.0,7.0,27.0,11.0,11.0,82.0,,6.0,12.0,7.0,5.0,,,1.0,1.0,4.0,0.0,0.0,0.0,3.04,5,5
Public Class,org.jfree.chart.title.ImageTitle,24.0,2.0,13.0,9.0,2.0,1.0,,,,,1.0,13.0,13.0,0.0,,0.0,0.0,,,,11.0,1.0,11.0,69.0,0.0,0.0,2.0,9.0,,292.0,30.0,148.0,43.0,98.0,114.0,,67.0,95.0,36.0,69.0,,,6.0,4.0,3.0,1.0,36.0,0.0,0.77,27,14
Public Class,org.jfree.chart.title.LegendGraphic,15.0,0.0,8.0,8.0,2.0,1.0,,,,,3.0,25.0,25.0,0.0,,0.0,1.0,,,,38.0,14.0,38.0,74.0,0.0,2.0,1.0,35.0,,685.0,59.0,304.0,74.0,171.0,322.0,,135.0,213.0,68.0,154.0,,,16.0,16.0,2.0,3.0,85.0,82.0,1.06,77,53
Public Class,org.jfree.chart.title.LegendItemBlockContainer,13.0,0.0,6.0,8.0,1.0,1.0,,,,,1.0,13.0,13.0,0.0,,0.0,0.0,,,,8.0,4.0,8.0,58.0,0.0,0.0,0.0,8.0,,141.0,12.0,50.0,19.0,25.0,79.0,,26.0,37.0,17.0,23.0,,,3.0,1.0,3.0,2.0,69.0,63.0,1.58,10,8
Public Class,org.jfree.chart.title.LegendTitle,15.0,0.0,9.0,6.0,2.0,1.0,,,,,4.0,36.0,36.0,0.0,,0.0,3.0,,,,31.0,13.0,31.0,89.0,0.0,2.0,2.0,27.0,,555.0,51.0,287.0,77.0,175.0,217.0,,154.0,217.0,72.0,163.0,,,12.0,12.0,3.0,3.0,85.0,77.0,0.76,62,42
Public Class,org.jfree.chart.title.PaintScaleLegend,20.0,0.0,12.0,8.0,3.0,1.0,,,,,3.0,31.0,31.0,0.0,,0.0,1.0,,,,29.0,10.0,29.0,87.0,0.0,2.0,1.0,26.0,,662.0,48.0,369.0,92.0,247.0,245.0,,176.0,253.0,81.0,202.0,,,15.0,12.0,3.0,3.0,80.0,75.0,0.66,76,42
Public Class,org.jfree.chart.title.ShortTextTitle,23.0,0.0,14.0,9.0,3.0,1.0,,,,,1.0,11.0,11.0,0.0,,0.0,0.0,,,,7.0,0.0,7.0,101.0,0.0,0.0,4.0,3.0,,183.0,10.0,102.0,20.0,65.0,71.0,,41.0,66.0,19.0,57.0,,,14.0,1.0,4.0,2.0,0.0,0.0,0.7,24,7
Public Class,org.jfree.chart.title.TextTitle,20.0,0.0,12.0,8.0,3.0,2.0,,,,,4.0,35.0,35.0,2.0,,0.0,3.0,,,,36.0,10.0,36.0,94.0,0.0,2.0,6.0,28.0,,803.0,55.0,442.0,94.0,281.0,306.0,,197.0,300.0,86.0,239.0,,,13.0,12.0,3.0,2.0,81.0,66.0,0.69,106,57
Public Abstract Class,org.jfree.chart.title.Title,15.0,0.0,7.0,7.0,2.0,1.0,,,,,4.0,16.0,16.0,5.0,,0.0,5.0,,,,22.0,6.0,22.0,58.0,0.0,2.0,4.0,16.0,,395.0,40.0,170.0,48.0,89.0,185.0,,69.0,112.0,39.0,76.0,,,8.0,8.0,2.0,3.0,76.0,60.0,1.09,42,28
Public Class,org.jfree.chart.ui.BasicProjectInfo,11.0,0.0,5.0,6.0,1.0,1.0,,,,,1.0,5.0,5.0,1.0,,0.0,0.0,,,,14.0,3.0,14.0,26.0,0.0,0.0,0.0,14.0,,255.0,25.0,121.0,36.0,58.0,109.0,,48.0,80.0,32.0,53.0,,,3.0,1.0,2.0,2.0,79.0,67.0,0.9,19,14
Private Static Class,org.jfree.chart.ui.BasicProjectInfo.OptionalLibraryHolder,13.0,0.0,8.0,5.0,2.0,2.0,,,,,1.0,7.0,7.0,0.0,,0.0,0.0,,,,5.0,2.0,5.0,5.0,0.0,0.0,1.0,4.0,,79.0,6.0,46.0,11.0,24.0,27.0,,16.0,28.0,10.0,20.0,,,4.0,4.0,1.0,2.0,40.0,40.0,0.59,11,8
Public Class,org.jfree.chart.ui.Contributor,9.0,0.0,3.0,5.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,,0.0,0.0,,,,3.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,,41.0,6.0,14.0,6.0,4.0,21.0,,6.0,10.0,6.0,4.0,,,1.0,1.0,1.0,0.0,33.0,33.0,1.5,3,3
Public Class,org.jfree.chart.ui.ExtensionFileFilter,13.0,1.0,6.0,6.0,2.0,2.0,,,,,1.0,2.0,2.0,0.0,,0.0,0.0,,,,3.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,,55.0,9.0,23.0,7.0,10.0,23.0,,9.0,15.0,7.0,9.0,,,3.0,3.0,2.0,1.0,33.0,33.0,1.0,5,5
Public Class,org.jfree.chart.ui.FontChooserPanel,22.0,2.0,15.0,5.0,3.0,2.0,,,,,1.0,13.0,13.0,0.0,,0.0,2.0,,,,6.0,4.0,6.0,6.0,0.0,0.0,0.0,6.0,,164.0,22.0,100.0,27.0,71.0,42.0,,59.0,75.0,27.0,61.0,,,6.0,5.0,2.0,2.0,57.0,43.0,0.42,15,13
Public Class,org.jfree.chart.ui.FontDisplayField,11.0,0.0,5.0,6.0,1.0,1.0,,,,,1.0,4.0,4.0,0.0,,0.0,1.0,,,,4.0,1.0,4.0,4.0,0.0,1.0,0.0,3.0,,63.0,7.0,26.0,8.0,12.0,30.0,,10.0,16.0,7.0,10.0,,,2.0,1.0,2.0,1.0,50.0,25.0,1.15,5,4
Public Class,org.jfree.chart.ui.LCBLayout,23.0,1.0,15.0,7.0,4.0,1.0,,,,,3.0,5.0,5.0,0.0,,0.0,2.0,,,,8.0,5.0,8.0,8.0,0.0,0.0,0.0,8.0,,218.0,25.0,131.0,49.0,85.0,62.0,,80.0,112.0,56.0,71.0,,,11.0,1.0,1.0,3.0,50.0,50.0,0.47,28,8
Public Class,org.jfree.chart.ui.Library,10.0,0.0,4.0,5.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,0.0,0.0,,,,12.0,4.0,12.0,12.0,0.0,0.0,5.0,7.0,,146.0,20.0,55.0,18.0,22.0,71.0,,22.0,38.0,18.0,20.0,,,5.0,4.0,1.0,1.0,71.0,71.0,1.29,17,15
Public Class,org.jfree.chart.ui.Licences,10.0,0.0,4.0,6.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,,1.0,3.0,,,,2.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,777.0,6.0,747.0,9.0,737.0,24.0,,7.0,12.0,7.0,5.0,,,2.0,1.0,1.0,1.0,67.0,67.0,0.03,4,3
Public Class,org.jfree.chart.ui.PaintSample,11.0,0.0,6.0,5.0,1.0,1.0,,,,,1.0,8.0,8.0,0.0,,0.0,0.0,,,,5.0,2.0,5.0,5.0,0.0,0.0,0.0,5.0,,72.0,10.0,32.0,16.0,18.0,30.0,,20.0,26.0,16.0,15.0,,,1.0,1.0,2.0,0.0,40.0,40.0,0.94,5,5
